url,title,author,price,save,pages,description,size,publisher,language,text_to_speech,x_ray,lending,customer_reviews,stars
http://www.amazon.com/Bartending-Basics-Complete-Beginners-Guide-ebook/dp/B004O4C15A,Bartending Basics: A Complete Beginner's Guide [Kindle Edition],Thomas Morrell,0.99,8.96,198,"Bartending is a great career path. You can work in resorts, casinos, cruise ships, tropical islands and many other fun and exotic places. You can go just about anywhere in the world and find a job working as a bartender and make good money. This book will help you unlock the door that leads to a rewarding and profitable future. Inside this book you will find lots of information on beer, wine, distilled spirits, mixing drinks, maximizing tips, working in bar, being a professional, responsible bartending, customer service, tools and terminology and finding a bartending job. The author has spent over thirteen years in the industry and has filled this book with relevant information and time tested tips and tricks. This book can help you start your bartending career.",big,Pratzen Publishing,English,Enabled,Not Enabled,Enabled,7,3
http://www.amazon.com/Restaurant-Success-Numbers-Money-Guys-Opening-ebook/dp/B004G8P3JA,Restaurant Success by the Numbers: A Money-Guy's Guide to Opening the Next Hot Spot [Kindle Edition],Roger Fields,10.99,6,256,"Ninety percent of all restaurants fail, and those that succeed happened upon that mysterious X factor, right? Wrong! A man of many hats: money-guy, restaurant owner, and restaurant consultant-Roger Fields shows how a restaurant can survive its first year, based on far more than luck, and keep diners coming back for many years to come. Featuring real-life restaurant start-up stories (including some of the author's own), this comprehensive how-to walks readers through the logistics of opening a restaurant: creating the concept, choosing a location, designing the menu, establishing ambiance, hiring staff, and, most important, turning a profit. Opening a restaurant isn't easy, but this realistic dreamer's guide helps set the table for lasting success. From the Trade Paperback edition.",big,Ten Speed Press,English,Enabled,Not Enabled,Not Enabled,40,4
http://www.amazon.com/Operate-successful-Nightclub-Restaurant-Paparelli-ebook/dp/B00D48Z9M4,"How to Start,Operate,Market,Promote and Own your own successful Bar/ Nightclub and Restaurant. Nightclub and Bar Guide Sam Paparelli 1st Edition [Kindle Edition]",Sam Paparelli,9.99,,284,"If you've ever thought about owning a bar, restaurant, or nightclub, or are currently in the business then this book is for you. Written by Sam Paparelli, a real guy who has successfully bought, built, owned and operated each of the above for over thirty years. It starts you from the beginning; *Buy an existing establishment or build your own. *How to choose a location and determine venue and concept. *It will provide insight on lease and purchase agreements. *Tell you who should be on your team from day one to hit the ground running. *It gives example's of the all Important Bar Design; complete with photos to increase efficiency and profitability *How to staff; who you should and should not hire and why. *And the all Important Employee psychology; insuring that you will get the most from your employees. *And yes, How to Make Money! Complete with real examples of actually winning advertising and marketing strategies. *How to navigate the LCE. *The psychology of controlling cost, product reps. *And the most important aspect of all, how to build a successful and lasting business where customers become regulars and keep coming back. Throw in a few anecdotes and you have a useful and must have book that's an interesting read.",big,Sam Paparelli; 1st edition,English,Enabled,Not Enabled,Enabled,7,4
http://www.amazon.com/The-Gods-Guilt-Lincoln-Lawyer-ebook/dp/B00BAXFACO,The Gods of Guilt (Lincoln Lawyer) [Kindle Edition],Michael Connelly,11.39,16.61,401,"Defense attorney Mickey Haller returns with a haunting case in the gripping new thriller from #1 New York Times bestselling author Michael Connelly. Mickey Haller gets the text, ""Call me ASAP - 187,"" and the California penal code for murder immediately gets his attention. Murder cases have the highest stakes and the biggest paydays, and they always mean Haller has to be at the top of his game. When Mickey learns that the victim was his own former client, a prostitute he thought he had rescued and put on the straight and narrow path, he knows he is on the hook for this one. He soon finds out that she was back in LA and back in the life. Far from saving her, Mickey may have been the one who put her in danger. Haunted by the ghosts of his past, Mickey must work tirelessly and bring all his skill to bear on a case that could mean his ultimate redemption or proof of his ultimate guilt. The Gods of Guilt shows once again why ""Michael Connelly excels, easily surpassing John Grisham in the building of courtroom suspense"" ( Los Angeles Times).",medium,"Little, Brown and Company",English,Enabled,Enabled,Not Enabled,1481,4
http://www.amazon.com/The-Managers-Guide-Controlling-Costs-ebook/dp/B004O4C16E,The Bar Manager's Guide To Controlling Costs: How To Eliminate Theft And Waste To Maximize Profits [Kindle Edition],Thomas Morrell,2.51,0.48,106,"In his second book on bar management, Thomas Morrell addresses two of the most common problems that face any bar manager. These are the problems of theft and waste. Inside this book you will find a lengthy discussion on controlling waste and preventing theft by your staff. Many tried and true strategies, based on the author's experience in the industry, are presented. Additionally, the first chapter of this book is dedicated to a discussion on bar cost control in general. This is an absolutely practical and useful guide for any bar owner or restaurant manager who needs to eliminate waste and combat theft or who wants to prevent it in the first place!",medium,Pratzen Publishing,English,Enabled,Not Enabled,Enabled,1,3
http://www.amazon.com/The-Little-Black-Book-Cocktails-ebook/dp/B004C43IKO,The Little Black Book of Cocktails: The Essential Guide to New & Old Classics [Kindle Edition],Virginia Reynolds,3,6.95,160,"Here's to cocktails! Mix them, drink them, enjoy them. This bestselling Little Black Book includes more than 150 recipes for classic cocktails, martinis, punches, tropical drinks (with or without umbrellas), dessert drinks, naughty-sounding cocktails (like ""Between the Sheets"" and ""French Kiss""), tips on cocktail culture, a glossary, and amusing anecdotes. Helpful index includes listings of drinks by name, by primary alcoholic ingredient, and by color/flavoring. The perfect little book for any bartender! Cheers!",big,Peter Pauper Press,English,Enabled,Not Enabled,Enabled,55,4
http://www.amazon.com/Complete-Book-Mixed-Drinks-Non-Alcoholic-ebook/dp/B004CFAA0E,"The Complete Book of Mixed Drinks: Over 1,000 Alcoholic and Non-Alcoholic Cocktails [Kindle Edition]",Anthony Dias Blue,0.99,19,386,"With more than 100 new recipes for cocktails, mixed drinks, and nonalcoholic beverages, this revised edition of Anthony Dias Blue's classic guide fills us in on what we need to know: How to stock a bar, listing alcoholic and nonalcoholic beverages by probable frequency of use. Bar and cocktail definitions -- learn the difference between a julep and a smash, a toddy and a flip. Calorie charts, mixology tips, and illustrated descriptions of glasses. Organized by spirit, each chapter is introduced by an accessible and eloquent essay. Discover more than 1,000 recipes for cocktails, categorized by Classics, Creative Concoctions, Signature Drinks, and Tropical Drinks -- everything from the popular Martini and the Coco Loco to Trader Vic's West Indies Punch, a Midori Sour, and a Velvet Hammer. Whether entertaining, bartending, or simply relaxing with a favorite drink, this is the must-have bar book.",small,HarperCollins e-books; 1st edition,English,Enabled,Not Enabled,Not Enabled,11,4
http://www.amazon.com/Earn-More-Shift-Youre-Waiter-ebook/dp/B00CS43X8C,Earn More Tips On Your Very Next Shift...Even If You're a Bad Waiter [Kindle Edition],Steve DiGioia,4.99,7.96,94,"Get Your Copy Today - Put More Money in Your Pocket Tomorrow! *** Learn how IMPROVING your customer service will INCREASE your tips! Waiters, are you tired of working your butt off in restaurant after restaurant and never really making the money you deserve? Are you tired of not getting the BIG tips you want? Tips of 20% or more on every table? Then you NEED to read this book! Based on 25+ years of experience, I detail proven tactics to make any customer feel special, feel as if THEIR enjoyment is YOUR primary concern. This is the essence of the "" WOW"" customer service that we all are told to provide...but never actually taught how to do. Isn't it about time we change that? I won't waste your time telling you to crouch down table-side when you take the orders. I won't tell you to lightly touch the guest sometime during their meal, nor to give a mint or piece of candy to the guest when you present the check. This is the nonsense I read from other ""experts"" in the field of making bigger tips. This is insulting and demeans the professionalism of thousands of experienced waiters. This book provides real-world examples of the situations any waiter or bartender will face each day and gives you the tools needed to create a memorable experience for your guests. This easy to follow training method can be used across all industries, resulting in better customer retention and repeat business for your company. I will teach you what really works...are you ready? ➨ ""If you are the manager or owner of a restaurant then you should buy a copy of this book for very single member of your team."" - by Simon Hazeldine - Best Selling Author of ""Bare Knuckle Customer Service"" ➨ ""I very much enjoyed Steve DiGioia's book. Anyone in the restaurant business should read this book. It will pay for itself in one night."" - by Shep Hyken - Customer Service Expert, Speaker and New York Times and Wall Street Journal Bestselling Business Author ➨ ""This book is clearly on the right track and the simplest way to express this is to say that I want the author to be my waiter."" - by Paul Little - Owner, Little eBook Reviews ➨ ➨ ➨ Scroll up and grab a copy today.",medium,,English,Enabled,Not Enabled,Enabled,27,4
http://www.amazon.com/Bartending-Your-Way-To-Millions-ebook/dp/B0091Y9W96,Bartending Your Way To Millions [Kindle Edition],Sophie Delaplaine,3.99,3.96,132,"A seasoned bartender who earned her stripes working in the hot clubs and bars of Miami's South Beach reveals the secrets to success in the bar and restaurant business. A must read for all bartenders who want to make money. This is the best bar book I have ever read! --Yagiro Lara, Owner of Norman’s Bar & Grill, Miami Beach Great! I couldn’t have said it better. I’m buying copies for every one of my waiters and bartenders and making them read it before the next staff meeting! --Timmy Wilcox, Owner of Beaches, Liquor Lounge, Dewey’s, Ted’s Hideaway, Bar B Que Beach in miami and Miami Beach I doubled my tips the next night after reading this book. --Bjorn Fjosne, Bartender at the Wine Depot, Miami Beach Finally someone has written a book about what actually happens behind the bar. Sophie Delaplaine has captured the essence of bartending. --Jennifer Warren, Southern Wine & Spirits Finally someone realizes that it's just as important HOW you serve a drink as what's in the drink. ---Charles McCaffrey IV, World Wine Imports This book sums up what it took me 27 years to learn. Even I picked up a few tips. --Carlos Rodriquez, Head Bartender at the Bath Club Wow. Sophie Delaplaine doesn’t hold anything back. I was nodding and laughing as I read her book. She tells it like it really is. I wish this book had been out 10 years ago when I first started bartending. It would have really helped me. --Maria Marralino, Bartender at the Ritz Carlton, Key Biscayne Sophie Delaplaine shows that there is more to bartending than a full glass of vodka and ice. --Pat Shirkes, Bartender at the Canyon Ranch and Joe Allen Fantastic! Everyone in the service business should read this book. --Francoise Desmart, sommelier at Foodgang",big,Gramercy Park Press,English,Enabled,Not Enabled,Enabled,1,5
http://www.amazon.com/The-Racketeer-John-Grisham-ebook/dp/B007SGLZP8,The Racketeer [Kindle Edition],John Grisham,4.99,5,352,"“The Racketeer is guilty of only one thing: keeping us engaged until the very last page.”—USA Today #1 NEW YORK TIMES BESTSELLER In the history of the United States, only four active federal judges have been murdered. Judge Raymond Fawcett has just become number five. His body is found in his remote lakeside cabin. There is no sign of forced entry or struggle. Just two dead bodies: Judge Fawcett and his young secretary. And one large, state-of-the-art, extremely secure safe, opened and emptied. One man, a former attorney, knows who killed Judge Fawcett, and why. But that man, Malcolm Bannister, is currently residing in the Federal Prison Camp near Frostburg, Maryland. Though serving time, Malcolm has an ace up his sleeve. He has information the FBI would love to know. Malcolm would love to tell them. But everything has a price—and the man known as the Racketeer wasn’t born yesterday. Praise for The Racketeer “Exhilarating . . . surprising . . . ingenious.”—Janet Maslin, The New York Times “A satisfying, deeply engrossing thriller in which different forms of justice are ultimately served.”— The Washington Post “Fast-paced . . . with enough startling plot twists—and changes of scenery, from Miami to Montego Bay and beyond—to surprise even the most suspicious reader.”— The Wall Street Journal “Tautly plotted.” —Entertainment Weekly",big,Dell,English,Enabled,Enabled,Not Enabled,6254,4
http://www.amazon.com/King-Maxwell-David-Baldacci-ebook/dp/B00BAXFJ5M,King and Maxwell (King & Maxwell) [Kindle Edition],David Baldacci,8.99,19.01,425,"David Baldacci brings back Sean King and Michelle Maxwell--former Secret Service agents turned private investigators--in their most surprising, personal, and dangerous case ever . . . KING AND MAXWELL It seems at first like a simple, tragic story. Tyler Wingo, a teenage boy, learns the awful news that his father, a soldier, was killed in action in Afghanistan. Then the extraordinary happens: Tyler receives a communication from his father . . . after his supposed death. Tyler hires Sean and Michelle to solve the mystery surrounding his father. But their investigation quickly leads to deeper, more troubling questions. Could Tyler's father really still be alive? What was his true mission? Could Tyler be the next target? Sean and Michelle soon realize that they've stumbled on to something bigger and more treacherous than anyone could have imagined. And as their hunt for the truth leads them relentlessly to the highest levels of power and to uncovering the most clandestine of secrets, Sean and Michelle are determined to help and protect Tyler--though they may pay for it with their lives.",big,Grand Central Publishing,English,Enabled,Enabled,Not Enabled,1320,4
http://www.amazon.com/Command-Authority-Jack-Ryan-Novel-ebook/dp/B00EOARZ4G,Command Authority (A Jack Ryan Novel) [Kindle Edition],Tom Clancy,5.99,23.96,753,"The #1 New York Times-bestselling author and master of the modern day thriller returns with his All-Star team. There’s a new strong man in Russia but his rise to power is based on a dark secret hidden decades in the past. The solution to that mystery lies with a most unexpected source, President Jack Ryan.",big,Putnam Adult; 1st edition,English,Enabled,Enabled,Not Enabled,1262,4
http://www.amazon.com/When-Found-Catherine-Ryan-Hyde-ebook/dp/B00ANAE6PM,When I Found You [Kindle Edition],Catherine Ryan Hyde,1.99,12.96,410,"While duck hunting one morning, childless, middle-aged Nathan McCann finds a newborn abandoned in the woods. To his shock, the child—wrapped in a sweater and wearing a tiny knitted hat—is still alive. To his wife’s shock, Nathan wants to adopt the boy…but the child’s grandmother steps in. Nathan makes her promise, however, that one day she’ll bring the boy to meet him so he can reveal that he was the one who rescued him. Fifteen years later, the widowered Nathan discovers the child abandoned once again—this time at his doorstep. Named Nat, the teenager has grown into a sullen delinquent whose grandmother can no longer tolerate him. Nathan agrees to care for Nat, and the two engage in a battle of wills that spans years. Still, the older man repeatedly assures the youngster that, unlike the rest of the world, he will never abandon him—not even when Nat suffers a trauma that changes both of their lives forever. From the bestselling author of Pay It Forward comes When I Found You, an exquisite, emotional tale of the unexpected bonds that nothing in life can break.",big,Amazon Publishing,English,Enabled,Enabled,Enabled,2530,4
http://www.amazon.com/A-Time-Kill-Novel-ebook/dp/B003B02O0A,A Time to Kill: A Novel [Kindle Edition],John Grisham,2.99,7,530,"Don’t miss a sneak peek of Sycamore Row, John Grisham’s new novel inspired by A Time to Kill, in the back of the book. The life of a ten-year-old girl is shattered by two drunken and remorseless young men. The mostly white town of Clanton in Ford County, Mississippi, reacts with shock and horror at the inhuman crime. Until her black father acquires an assault rifle and takes justice into his own outraged hands. For ten days, as burning crosses and the crack of sniper fire spread through the streets of Clanton, the nation sits spellbound as young defense attorney Jake Brigance struggles to save his client’s life–and then his own.",big,Dell,English,Not enabled,Enabled,Not Enabled,918,4
http://www.amazon.com/Portrait-Gabriel-Allon-Daniel-Silva-ebook/dp/B004KKXWMO,Portrait of a Spy (Gabriel Allon) [Kindle Edition],Daniel Silva,8,1.99,528,"“A bona fide thrill ride.” — Miami Herald “Silva builds tension with breathtaking double and triple turns of plot.” — People Portrait of a Spy is Silva’s eleventh thriller to feature art restorer and master spy Gabriel Allon as he races from Great Britain to Washington to New York to the Middle East on the trail of a deadly and elusive terrorist network responsible for massacres in Paris, Copenhagen, and at London’s Covent Garden.",big,HarperCollins e-books; Reprint edition,English,Enabled,Enabled,Not Enabled,524,4
http://www.amazon.com/The-English-Girl-Novel-Gabriel-ebook/dp/B009NFBUIY,The English Girl: A Novel (Gabriel Allon) [Kindle Edition],Daniel Silva,8.99,19,498,"Daniel Silva delivers another spectacular thriller starring Gabriel Allon, The English Girl. When a beautiful young British woman vanishes on the island of Corsica, a prime minister’s career is threatened with destruction. Allon, the wayward son of Israeli intelligence, is thrust into a game of shadows where nothing is what it seems...and where the only thing more dangerous than his enemies might be the truth… Silva’s work has captured the imagination of millions worldwide; his #1 New York Times bestselling series which chronicles the adventures of art-restorer and master spy Gabriel Allon has earned the praise of readers and reviewers everywhere. This captivating new page-turner from the undisputed master of spy fiction is sure to thrill new and old fans alike.",big,Harper; First Edition edition,English,Enabled,Enabled,Not Enabled,2261,4
http://www.amazon.com/Defector-Gabriel-Allon-Daniel-Silva-ebook/dp/B002DGKVQW,The Defector (Gabriel Allon) [Kindle Edition],Daniel Silva,7.99,2,492,"Grigori Bulganov once saved Gabriel Allon's life in Moscow-and Allon always repays his debts. So when the former Russian intelligence officer vanishes, Allon gathers his team of operatives to go after those responsible. But, in a running battle that rages across the globe, Allon soon realizes that his enemy may already hold the key to victory. And that if he continues, it will cost him more than he can bear...",big,Signet; Reprint edition,English,Enabled,Enabled,Not Enabled,255,4
http://www.amazon.com/The-Secret-Servant-Gabriel-Allon-ebook/dp/B000TO0TD0,The Secret Servant (Gabriel Allon) [Kindle Edition],Daniel Silva,7.99,2,412,"A terrorist plot in London leads Israeli spy Gabriel Allon on a desperate search for a kidnapped woman, in a race against time that will compromise Allon’s own conscience—and life...",big,Signet; 1st edition,English,Enabled,Enabled,Not Enabled,252,4
http://www.amazon.com/The-Rembrandt-Affair-Gabriel-Allon-ebook/dp/B003QMLBOS,The Rembrandt Affair (Gabriel Allon) [Kindle Edition],Daniel Silva,7.99,2,498,"When an art restorer is murdered and a portrait by Rembrandt is stolen, Gabriel Allon is pulled into a race across the globe against a group of powerful men who will do anything to keep the truth about the painting hidden...",big,Signet; Reprint edition,English,Enabled,Enabled,Not Enabled,433,4
http://www.amazon.com/The-English-Assassin-Daniel-Silva-ebook/dp/B000OIZV4S,The English Assassin [Kindle Edition],Daniel Silva,7.99,2,408,"An Israeli spy by trade and art restorer by preference, Gabriel Allon arrives in Zurich to restore the work of an Old Master for a millionaire banker—and finds himself standing in blood and framed for the man's murder.",medium,Signet,English,Enabled,Enabled,Not Enabled,272,4
